layer_id,module_name,channel,weight_scale,zero_point,qmin,qmax
5,conv3.0.0,29,0.0013079089112579823,0,-127,127
5,conv3.0.0,30,0.0012836918467655778,0,-127,127
5,conv3.0.0,31,0.0011466454016044736,0,-127,127
5,conv3.0.0,32,0.0017471940955147147,0,-127,127
5,conv3.0.0,33,0.001651934813708067,0,-127,127
5,conv3.0.0,34,0.002028919756412506,0,-127,127
5,conv3.0.0,35,0.001215755590237677,0,-127,127
5,conv3.0.0,36,0.001417976338416338,0,-127,127
5,conv3.0.0,37,0.0012291260063648224,0,-127,127
5,conv3.0.0,38,0.000995373702608049,0,-127,127
5,conv3.0.0,39,0.001533989212475717,0,-127,127
5,conv3.0.0,40,0.0011276481673121452,0,-127,127
5,conv3.0.0,41,0.0016139495419338346,0,-127,127
5,conv3.0.0,42,0.0019728313200175762,0,-127,127
5,conv3.0.0,43,0.0013540697982534766,0,-127,127
5,conv3.0.0,44,0.0013878379249945283,0,-127,127
5,conv3.0.0,45,0.001421294640749693,0,-127,127
5,conv3.0.0,46,0.0013675816589966416,0,-127,127
5,conv3.0.0,47,0.0006687674904242158,0,-127,127
5,conv3.0.0,48,0.001107557094655931,0,-127,127
5,conv3.0.0,49,0.001366069191135466,0,-127,127
5,conv3.0.0,50,0.0021470715291798115,0,-127,127
5,conv3.0.0,51,0.0011438297806307673,0,-127,127
5,conv3.0.0,52,0.0018231850117444992,0,-127,127
5,conv3.0.0,53,0.0011481515830382705,0,-127,127
5,conv3.0.0,54,0.001273217611014843,0,-127,127
5,conv3.0.0,55,0.002196487970650196,0,-127,127
5,conv3.0.0,56,0.00124129478354007,0,-127,127
5,conv3.0.0,57,0.0013784330803900957,0,-127,127
5,conv3.0.0,58,0.001642039162106812,0,-127,127
5,conv3.0.0,59,0.0021072833333164454,0,-127,127
5,conv3.0.0,60,0.0015174609143286943,0,-127,127
5,conv3.0.0,61,0.0008450856548734009,0,-127,127
5,conv3.0.0,62,0.0008648855146020651,0,-127,127
5,conv3.0.0,63,0.0018343275878578424,0,-127,127
6,conv3.1.0,0,0.0006472807726822793,0,-127,127
6,conv3.1.0,1,0.0007672816282138228,0,-127,127
6,conv3.1.0,2,0.0007429068209603429,0,-127,127
6,conv3.1.0,3,0.0005025937571190298,0,-127,127
6,conv3.1.0,4,0.0005254251882433891,0,-127,127
6,conv3.1.0,5,0.0005090648774057627,0,-127,127
6,conv3.1.0,6,0.0016918596811592579,0,-127,127
6,conv3.1.0,7,0.00047818769235163927,0,-127,127
6,conv3.1.0,8,0.0006156075396575034,0,-127,127
6,conv3.1.0,9,0.0007414168794639409,0,-127,127
6,conv3.1.0,10,0.0006312703480944037,0,-127,127
6,conv3.1.0,11,0.0007252111681737006,0,-127,127
6,conv3.1.0,12,0.000565327878575772,0,-127,127
6,conv3.1.0,13,0.0006577990134246647,0,-127,127
6,conv3.1.0,14,0.0005353346932679415,0,-127,127
6,conv3.1.0,15,0.00048361296649090946,0,-127,127
6,conv3.1.0,16,0.0006706356070935726,0,-127,127
6,conv3.1.0,17,0.0009173281141556799,0,-127,127
6,conv3.1.0,18,0.0006973077543079853,0,-127,127
6,conv3.1.0,19,0.0007053703884594142,0,-127,127
6,conv3.1.0,20,0.0005829122965224087,0,-127,127
6,conv3.1.0,21,0.0005958206602372229,0,-127,127
6,conv3.1.0,22,0.000497753731906414,0,-127,127
6,conv3.1.0,23,0.0006777283269912004,0,-127,127
6,conv3.1.0,24,0.0013659792020916939,0,-127,127
6,conv3.1.0,25,0.00048617206630297005,0,-127,127
6,conv3.1.0,26,0.0004852954007219523,0,-127,127
6,conv3.1.0,27,0.0006037203129380941,0,-127,127
6,conv3.1.0,28,0.0006126237567514181,0,-127,127
6,conv3.1.0,29,0.000590208568610251,0,-127,127
6,conv3.1.0,30,0.0010813630651682615,0,-127,127
6,conv3.1.0,31,0.0004859463660977781,0,-127,127
6,conv3.1.0,32,0.0005882655386812985,0,-127,127
6,conv3.1.0,33,0.0008063169079832733,0,-127,127
6,conv3.1.0,34,0.0008757587056607008,0,-127,127
6,conv3.1.0,35,0.0006625363603234291,0,-127,127
6,conv3.1.0,36,0.0005039960378780961,0,-127,127
6,conv3.1.0,37,0.0007946932455524802,0,-127,127
6,conv3.1.0,38,0.0009059766889549792,0,-127,127
6,conv3.1.0,39,0.0007765371701680124,0,-127,127
6,conv3.1.0,40,0.0006527716177515686,0,-127,127
6,conv3.1.0,41,0.0008241432369686663,0,-127,127
6,conv3.1.0,42,0.0007719776476733387,0,-127,127
6,conv3.1.0,43,0.0008971392526291311,0,-127,127
6,conv3.1.0,44,0.0004941364750266075,0,-127,127
6,conv3.1.0,45,0.0004909524577669799,0,-127,127
6,conv3.1.0,46,0.0005205455236136913,0,-127,127
6,conv3.1.0,47,0.0009039529250003397,0,-127,127
6,conv3.1.0,48,0.0005339935305528343,0,-127,127
6,conv3.1.0,49,0.0006393056828528643,0,-127,127
6,conv3.1.0,50,0.00037955731386318803,0,-127,127
6,conv3.1.0,51,0.0003934588748961687,0,-127,127
6,conv3.1.0,52,0.0004909386043436825,0,-127,127
6,conv3.1.0,53,0.0006438947166316211,0,-127,127
6,conv3.1.0,54,0.0005097751272842288,0,-127,127
6,conv3.1.0,55,0.0006165658123791218,0,-127,127
6,conv3.1.0,56,0.0005178174469619989,0,-127,127
6,conv3.1.0,57,0.0005696835578419268,0,-127,127
6,conv3.1.0,58,0.0006656718906015158,0,-127,127
6,conv3.1.0,59,0.0004799925663974136,0,-127,127
6,conv3.1.0,60,0.000455917528597638,0,-127,127
6,conv3.1.0,61,0.0007658963440917432,0,-127,127
6,conv3.1.0,62,0.0005619626608677208,0,-127,127
6,conv3.1.0,63,0.0006041712476871908,0,-127,127
7,conv3.2.0,0,0.001066034659743309,0,-127,127
7,conv3.2.0,1,0.0012467626947909594,0,-127,127
7,conv3.2.0,2,0.0010534358443692327,0,-127,127
7,conv3.2.0,3,0.001196088851429522,0,-127,127
7,conv3.2.0,4,0.0010081133805215359,0,-127,127
7,conv3.2.0,5,0.0012637596810236573,0,-127,127
7,conv3.2.0,6,0.0016123349778354168,0,-127,127
7,conv3.2.0,7,0.0012517671566456556,0,-127,127
7,conv3.2.0,8,0.00102270080242306,0,-127,127
7,conv3.2.0,9,0.0014641460729762912,0,-127,127
7,conv3.2.0,10,0.0013198013184592128,0,-127,127
7,conv3.2.0,11,0.0010550753213465214,0,-127,127
7,conv3.2.0,12,0.001142676454037428,0,-127,127
7,conv3.2.0,13,0.001390959252603352,0,-127,127
7,conv3.2.0,14,0.0013199490495026112,0,-127,127
7,conv3.2.0,15,0.0012840904528275132,0,-127,127
7,conv3.2.0,16,0.0011649624211713672,0,-127,127
7,conv3.2.0,17,0.0010586142307147384,0,-127,127
7,conv3.2.0,18,0.0010450142435729504,0,-127,127
7,conv3.2.0,19,0.0011101921554654837,0,-127,127
7,conv3.2.0,20,0.0012001236900687218,0,-127,127
7,conv3.2.0,21,0.002184122335165739,0,-127,127
7,conv3.2.0,22,0.0008216917631216347,0,-127,127
7,conv3.2.0,23,0.0009686078992672265,0,-127,127
7,conv3.2.0,24,0.0010269770864397287,0,-127,127
7,conv3.2.0,25,0.0010565035045146942,0,-127,127
7,conv3.2.0,26,0.0013207289157435298,0,-127,127
7,conv3.2.0,27,0.0013757128035649657,0,-127,127
7,conv3.2.0,28,0.0012598497560247779,0,-127,127
7,conv3.2.0,29,0.0011435499181970954,0,-127,127
7,conv3.2.0,30,0.0016206993022933602,0,-127,127
7,conv3.2.0,31,0.001454076962545514,0,-127,127
7,conv3.2.0,32,0.0010720890713855624,0,-127,127
7,conv3.2.0,33,0.0010872784769162536,0,-127,127
7,conv3.2.0,34,0.001397753250785172,0,-127,127
7,conv3.2.0,35,0.001375335967168212,0,-127,127
7,conv3.2.0,36,0.0014086341252550483,0,-127,127
7,conv3.2.0,37,0.001213473966345191,0,-127,127
7,conv3.2.0,38,0.001637088367715478,0,-127,127
7,conv3.2.0,39,0.0013498732587322593,0,-127,127
7,conv3.2.0,40,0.001463625580072403,0,-127,127
7,conv3.2.0,41,0.0018491989467293024,0,-127,127
7,conv3.2.0,42,0.0010997878853231668,0,-127,127
7,conv3.2.0,43,0.001391619793139398,0,-127,127
7,conv3.2.0,44,0.00167941115796566,0,-127,127
7,conv3.2.0,45,0.0018281149677932262,0,-127,127
7,conv3.2.0,46,0.0012308910954743624,0,-127,127
7,conv3.2.0,47,0.0011794047895818949,0,-127,127
7,conv3.2.0,48,0.0011617238633334637,0,-127,127
7,conv3.2.0,49,0.0011583559680730104,0,-127,127
7,conv3.2.0,50,0.0012738131918013096,0,-127,127
7,conv3.2.0,51,0.00159004470333457,0,-127,127
7,conv3.2.0,52,0.001354821608401835,0,-127,127
7,conv3.2.0,53,0.0012146582594141364,0,-127,127
7,conv3.2.0,54,0.0015838175313547254,0,-127,127
7,conv3.2.0,55,0.0010632475605234504,0,-127,127
7,conv3.2.0,56,0.0014826263068243861,0,-127,127
7,conv3.2.0,57,0.0014486180152744055,0,-127,127
7,conv3.2.0,58,0.0014503474812954664,0,-127,127
7,conv3.2.0,59,0.0009442046284675598,0,-127,127
7,conv3.2.0,60,0.0010698606492951512,0,-127,127
7,conv3.2.0,61,0.0013414641143754125,0,-127,127
7,conv3.2.0,62,0.0008820599759928882,0,-127,127
7,conv3.2.0,63,0.001287566963583231,0,-127,127
8,conv4.0.0,0,0.0013130158185958862,0,-127,127
8,conv4.0.0,1,0.0017554708756506443,0,-127,127
8,conv4.0.0,2,0.001824455801397562,0,-127,127
8,conv4.0.0,3,0.0015006755711510777,0,-127,127
8,conv4.0.0,4,0.0013212739722803235,0,-127,127
8,conv4.0.0,5,0.001269941683858633,0,-127,127
8,conv4.0.0,6,0.0013541595544666052,0,-127,127
8,conv4.0.0,7,0.001911792205646634,0,-127,127
8,conv4.0.0,8,0.0012640528148040175,0,-127,127
8,conv4.0.0,9,0.0015470818616449833,0,-127,127
8,conv4.0.0,10,0.0019750241190195084,0,-127,127
8,conv4.0.0,11,0.0015905097825452685,0,-127,127
8,conv4.0.0,12,0.0008733753929845989,0,-127,127
8,conv4.0.0,13,0.0017129536718130112,0,-127,127
8,conv4.0.0,14,0.0016115684993565083,0,-127,127
8,conv4.0.0,15,0.0014927524607628584,0,-127,127
8,conv4.0.0,16,0.0013299076817929745,0,-127,127
8,conv4.0.0,17,0.0018234001472592354,0,-127,127
8,conv4.0.0,18,0.002045982051640749,0,-127,127
8,conv4.0.0,19,0.002505653537809849,0,-127,127
8,conv4.0.0,20,0.0013935539172962308,0,-127,127
8,conv4.0.0,21,0.0017679701559245586,0,-127,127
8,conv4.0.0,22,0.0020622883457690477,0,-127,127
8,conv4.0.0,23,0.0011296658776700497,0,-127,127
8,conv4.0.0,24,0.0016357502900063992,0,-127,127
8,conv4.0.0,25,0.001230256399139762,0,-127,127
8,conv4.0.0,26,0.0011296396842226386,0,-127,127
8,conv4.0.0,27,0.0015775286592543125,0,-127,127
8,conv4.0.0,28,0.0016816580900922418,0,-127,127
8,conv4.0.0,29,0.0015633950242772698,0,-127,127
8,conv4.0.0,30,0.001340716378763318,0,-127,127
8,conv4.0.0,31,0.0012762935366481543,0,-127,127
8,conv4.0.0,32,0.0015586168738082051,0,-127,127
8,conv4.0.0,33,0.0016010430408641696,0,-127,127
8,conv4.0.0,34,0.0014400789514183998,0,-127,127
8,conv4.0.0,35,0.0013171691680327058,0,-127,127
8,conv4.0.0,36,0.0017612172523513436,0,-127,127
8,conv4.0.0,37,0.0017569673946127295,0,-127,127
8,conv4.0.0,38,0.0024460498243570328,0,-127,127
8,conv4.0.0,39,0.0015583026688545942,0,-127,127
8,conv4.0.0,40,0.0013354881666600704,0,-127,127
8,conv4.0.0,41,0.0016821755561977625,0,-127,127
8,conv4.0.0,42,0.0018995042191818357,0,-127,127
8,conv4.0.0,43,0.0016384784830734134,0,-127,127
8,conv4.0.0,44,0.0010883704526349902,0,-127,127
8,conv4.0.0,45,0.0014884525444358587,0,-127,127
8,conv4.0.0,46,0.001547595951706171,0,-127,127
8,conv4.0.0,47,0.0011257064761593938,0,-127,127
8,conv4.0.0,48,0.001058354158885777,0,-127,127
8,conv4.0.0,49,0.0013602935941889882,0,-127,127
8,conv4.0.0,50,0.0014795194147154689,0,-127,127
8,conv4.0.0,51,0.001385678187943995,0,-127,127
8,conv4.0.0,52,0.0014521506382152438,0,-127,127
8,conv4.0.0,53,0.0018048955826088786,0,-127,127
8,conv4.0.0,54,0.0014194922987371683,0,-127,127
8,conv4.0.0,55,0.002056356519460678,0,-127,127
8,conv4.0.0,56,0.001686083385720849,0,-127,127
8,conv4.0.0,57,0.0014019882073625922,0,-127,127
8,conv4.0.0,58,0.0014756332384422421,0,-127,127
8,conv4.0.0,59,0.0015034328680485487,0,-127,127
8,conv4.0.0,60,0.0016285647870972753,0,-127,127
8,conv4.0.0,61,0.0024791345931589603,0,-127,127
8,conv4.0.0,62,0.0014926341827958822,0,-127,127
8,conv4.0.0,63,0.0016852428670972586,0,-127,127
9,conv4.1.0,0,0.0008916645892895758,0,-127,127
9,conv4.1.0,1,0.0007222614367492497,0,-127,127
9,conv4.1.0,2,0.0006548391538672149,0,-127,127
9,conv4.1.0,3,0.0006096995202824473,0,-127,127
9,conv4.1.0,4,0.0009305040584877133,0,-127,127
9,conv4.1.0,5,0.0006389555637724698,0,-127,127
9,conv4.1.0,6,0.0005567931802943349,0,-127,127
9,conv4.1.0,7,0.0007683673757128417,0,-127,127
9,conv4.1.0,8,0.0008354702149517834,0,-127,127
9,conv4.1.0,9,0.0006565155927091837,0,-127,127
9,conv4.1.0,10,0.0006663542008027434,0,-127,127
9,conv4.1.0,11,0.0007375155691988766,0,-127,127
9,conv4.1.0,12,0.0007949579157866538,0,-127,127
9,conv4.1.0,13,0.0009479692089371383,0,-127,127
9,conv4.1.0,14,0.0008356249309144914,0,-127,127
9,conv4.1.0,15,0.0008511365158483386,0,-127,127
9,conv4.1.0,16,0.000679900636896491,0,-127,127
9,conv4.1.0,17,0.0008336132159456611,0,-127,127
9,conv4.1.0,18,0.0010629455791786313,0,-127,127
9,conv4.1.0,19,0.0009272354654967785,0,-127,127
9,conv4.1.0,20,0.0006715738563798368,0,-127,127
9,conv4.1.0,21,0.0007257689721882343,0,-127,127
9,conv4.1.0,22,0.0012421493884176016,0,-127,127
9,conv4.1.0,23,0.0006316463695839047,0,-127,127
9,conv4.1.0,24,0.0005189268849790096,0,-127,127
9,conv4.1.0,25,0.0007863948703743517,0,-127,127
9,conv4.1.0,26,0.0006413694354705513,0,-127,127
9,conv4.1.0,27,0.0006134625291451812,0,-127,127
9,conv4.1.0,28,0.0006863096496090293,0,-127,127
9,conv4.1.0,29,0.0007473395089618862,0,-127,127
9,conv4.1.0,30,0.0007034814916551113,0,-127,127
9,conv4.1.0,31,0.001443002955056727,0,-127,127
9,conv4.1.0,32,0.0009463332244195044,0,-127,127
9,conv4.1.0,33,0.0006212462903931737,0,-127,127
9,conv4.1.0,34,0.0006646729307249188,0,-127,127
9,conv4.1.0,35,0.0007000630139373243,0,-127,127
9,conv4.1.0,36,0.0007123801624402404,0,-127,127
9,conv4.1.0,37,0.0006893457612022758,0,-127,127
9,conv4.1.0,38,0.0009030026849359274,0,-127,127
9,conv4.1.0,39,0.0006353497738018632,0,-127,127
9,conv4.1.0,40,0.0009558251476846635,0,-127,127
9,conv4.1.0,41,0.0006116994190961123,0,-127,127
9,conv4.1.0,42,0.0006770172622054815,0,-127,127
9,conv4.1.0,43,0.0007734874961897731,0,-127,127
9,conv4.1.0,44,0.0008523233700543642,0,-127,127
9,conv4.1.0,45,0.0007083783275447786,0,-127,127
9,conv4.1.0,46,0.0006603493238799274,0,-127,127
9,conv4.1.0,47,0.0009060078882612288,0,-127,127
9,conv4.1.0,48,0.0006985206273384392,0,-127,127
9,conv4.1.0,49,0.0008504558354616165,0,-127,127
9,conv4.1.0,50,0.0008542148279957473,0,-127,127
9,conv4.1.0,51,0.0008526577730663121,0,-127,127
9,conv4.1.0,52,0.0009329749154858291,0,-127,127
9,conv4.1.0,53,0.0006523480988107622,0,-127,127
9,conv4.1.0,54,0.0008248734520748258,0,-127,127
9,conv4.1.0,55,0.0008629119256511331,0,-127,127
9,conv4.1.0,56,0.0008994219824671745,0,-127,127
9,conv4.1.0,57,0.0006853230879642069,0,-127,127
9,conv4.1.0,58,0.0007912068394944072,0,-127,127
9,conv4.1.0,59,0.0007186656584963202,0,-127,127
9,conv4.1.0,60,0.0006222930387593806,0,-127,127
9,conv4.1.0,61,0.0006381517159752548,0,-127,127
9,conv4.1.0,62,0.0005608834908343852,0,-127,127
9,conv4.1.0,63,0.0011127101024612784,0,-127,127
10,conv4.2.0,0,0.0012127729132771492,0,-127,127
10,conv4.2.0,1,0.0010585278505459428,0,-127,127
10,conv4.2.0,2,0.0012863177107647061,0,-127,127
10,conv4.2.0,3,0.0013089562999084592,0,-127,127
10,conv4.2.0,4,0.001398136606439948,0,-127,127
10,conv4.2.0,5,0.001137870247475803,0,-127,127
10,conv4.2.0,6,0.0013095038011670113,0,-127,127
10,conv4.2.0,7,0.0011119077680632472,0,-127,127
10,conv4.2.0,8,0.0009968981612473726,0,-127,127
10,conv4.2.0,9,0.0012939001899212599,0,-127,127
10,conv4.2.0,10,0.0009356976370327175,0,-127,127
10,conv4.2.0,11,0.0012382310815155506,0,-127,127
10,conv4.2.0,12,0.0010543017415329814,0,-127,127
10,conv4.2.0,13,0.001021808828227222,0,-127,127
10,conv4.2.0,14,0.0011354854796081781,0,-127,127
10,conv4.2.0,15,0.0011663130717352033,0,-127,127
10,conv4.2.0,16,0.0012425763998180628,0,-127,127
10,conv4.2.0,17,0.0008335397578775883,0,-127,127
10,conv4.2.0,18,0.0011063609272241592,0,-127,127
10,conv4.2.0,19,0.0010524282697588205,0,-127,127
10,conv4.2.0,20,0.0013612550683319569,0,-127,127
10,conv4.2.0,21,0.001157093676738441,0,-127,127
10,conv4.2.0,22,0.0008956429082900286,0,-127,127
10,conv4.2.0,23,0.0010818096343427896,0,-127,127
10,conv4.2.0,24,0.0009025171166285872,0,-127,127
10,conv4.2.0,25,0.0008269639802165329,0,-127,127
10,conv4.2.0,26,0.0010250085033476353,0,-127,127
10,conv4.2.0,27,0.0009139074827544391,0,-127,127
10,conv4.2.0,28,0.0009022042504511774,0,-127,127
10,conv4.2.0,29,0.0009238944039680064,0,-127,127
10,conv4.2.0,30,0.0009779338724911213,0,-127,127
10,conv4.2.0,31,0.0011507287854328752,0,-127,127
10,conv4.2.0,32,0.001130054472014308,0,-127,127
10,conv4.2.0,33,0.0011115428060293198,0,-127,127
10,conv4.2.0,34,0.0015206299722194672,0,-127,127
10,conv4.2.0,35,0.0011388895800337195,0,-127,127
