layer_id,module_name,channel,folded_bias_fp32
3,conv2.1.0,27,0.6925374269485474
3,conv2.1.0,28,1.1621898412704468
3,conv2.1.0,29,0.44373220205307007
3,conv2.1.0,30,0.7971491813659668
3,conv2.1.0,31,-0.14081868529319763
4,conv2.2.0,0,0.5756971836090088
4,conv2.2.0,1,1.3652900457382202
4,conv2.2.0,2,-0.09305673092603683
4,conv2.2.0,3,-0.024909645318984985
4,conv2.2.0,4,0.22056305408477783
4,conv2.2.0,5,0.6416541934013367
4,conv2.2.0,6,0.26903676986694336
4,conv2.2.0,7,-0.03848852217197418
4,conv2.2.0,8,-0.09277768433094025
4,conv2.2.0,9,0.14217190444469452
4,conv2.2.0,10,-0.21211180090904236
4,conv2.2.0,11,0.5171061158180237
4,conv2.2.0,12,0.8994584083557129
4,conv2.2.0,13,-0.3273458480834961
4,conv2.2.0,14,0.7697087526321411
4,conv2.2.0,15,-0.17507633566856384
4,conv2.2.0,16,0.5640749931335449
4,conv2.2.0,17,-0.2635965943336487
4,conv2.2.0,18,1.1102330684661865
4,conv2.2.0,19,0.11402428895235062
4,conv2.2.0,20,0.839219868183136
4,conv2.2.0,21,0.21083346009254456
4,conv2.2.0,22,0.8387953639030457
4,conv2.2.0,23,0.5984630584716797
4,conv2.2.0,24,0.2055761069059372
4,conv2.2.0,25,0.3569321930408478
4,conv2.2.0,26,-0.2254297137260437
4,conv2.2.0,27,0.08876185864210129
4,conv2.2.0,28,0.6502209901809692
4,conv2.2.0,29,0.22355897724628448
4,conv2.2.0,30,0.33428311347961426
4,conv2.2.0,31,0.1639833301305771
5,conv3.0.0,0,0.030673891305923462
5,conv3.0.0,1,0.2055007517337799
5,conv3.0.0,2,0.032165974378585815
5,conv3.0.0,3,0.08192496001720428
5,conv3.0.0,4,0.19594234228134155
5,conv3.0.0,5,-0.3436002731323242
5,conv3.0.0,6,-0.12391304224729538
5,conv3.0.0,7,-0.5902513265609741
5,conv3.0.0,8,0.07818743586540222
5,conv3.0.0,9,0.03160131722688675
5,conv3.0.0,10,0.616847038269043
5,conv3.0.0,11,-0.03518453240394592
5,conv3.0.0,12,0.007676549255847931
5,conv3.0.0,13,-0.08813858032226562
5,conv3.0.0,14,-0.006022930145263672
5,conv3.0.0,15,0.11821344494819641
5,conv3.0.0,16,0.9780082702636719
5,conv3.0.0,17,0.2585607171058655
5,conv3.0.0,18,0.8582878708839417
5,conv3.0.0,19,-0.1637195348739624
5,conv3.0.0,20,-0.17506720125675201
5,conv3.0.0,21,-0.10623516887426376
5,conv3.0.0,22,0.5819882154464722
5,conv3.0.0,23,0.0185479037463665
5,conv3.0.0,24,0.03241598978638649
5,conv3.0.0,25,0.4559429883956909
5,conv3.0.0,26,-0.35416924953460693
5,conv3.0.0,27,-0.05523769557476044
5,conv3.0.0,28,-0.09619389474391937
5,conv3.0.0,29,-0.17566794157028198
5,conv3.0.0,30,0.4191434383392334
5,conv3.0.0,31,-0.3053382337093353
5,conv3.0.0,32,0.24389278888702393
5,conv3.0.0,33,-0.018641285598278046
5,conv3.0.0,34,0.3169666528701782
5,conv3.0.0,35,-0.09646229445934296
5,conv3.0.0,36,-0.3133782148361206
5,conv3.0.0,37,0.02736930549144745
5,conv3.0.0,38,-0.0930676981806755
5,conv3.0.0,39,0.07596565783023834
5,conv3.0.0,40,-0.02808070369064808
5,conv3.0.0,41,-0.11650162190198898
5,conv3.0.0,42,-0.020434757694602013
5,conv3.0.0,43,0.12983360886573792
5,conv3.0.0,44,-0.4794711470603943
5,conv3.0.0,45,-0.18858833611011505
5,conv3.0.0,46,-0.10885248333215714
5,conv3.0.0,47,0.05533765256404877
5,conv3.0.0,48,-0.04871475696563721
5,conv3.0.0,49,0.04255569726228714
5,conv3.0.0,50,-0.02381463348865509
5,conv3.0.0,51,0.5532828569412231
5,conv3.0.0,52,0.006115294992923737
5,conv3.0.0,53,-0.10108420252799988
5,conv3.0.0,54,0.5030217170715332
5,conv3.0.0,55,0.0534265860915184
5,conv3.0.0,56,0.06995083391666412
5,conv3.0.0,57,-0.037137165665626526
5,conv3.0.0,58,-0.18917065858840942
5,conv3.0.0,59,0.1255277395248413
5,conv3.0.0,60,-0.009751327335834503
5,conv3.0.0,61,0.4061354398727417
5,conv3.0.0,62,0.2045503556728363
5,conv3.0.0,63,0.13249041140079498
6,conv3.1.0,0,0.36276257038116455
6,conv3.1.0,1,-0.05016335844993591
6,conv3.1.0,2,0.03772337734699249
6,conv3.1.0,3,0.3630586266517639
6,conv3.1.0,4,0.09121271967887878
6,conv3.1.0,5,-0.13423089683055878
6,conv3.1.0,6,0.7519105672836304
6,conv3.1.0,7,-0.033316224813461304
6,conv3.1.0,8,-0.2415238320827484
6,conv3.1.0,9,0.30756083130836487
6,conv3.1.0,10,0.2413749098777771
6,conv3.1.0,11,0.36760595440864563
6,conv3.1.0,12,0.11473602056503296
6,conv3.1.0,13,-0.05928030610084534
6,conv3.1.0,14,0.46957170963287354
6,conv3.1.0,15,-0.2082168608903885
6,conv3.1.0,16,0.29329898953437805
6,conv3.1.0,17,0.5332112908363342
6,conv3.1.0,18,0.2939082682132721
6,conv3.1.0,19,0.35183045268058777
6,conv3.1.0,20,-0.01653498411178589
6,conv3.1.0,21,0.06644001603126526
6,conv3.1.0,22,0.01659788191318512
6,conv3.1.0,23,0.23904061317443848
6,conv3.1.0,24,0.21787697076797485
6,conv3.1.0,25,-0.24369899928569794
6,conv3.1.0,26,0.11097776889801025
6,conv3.1.0,27,0.46031704545021057
6,conv3.1.0,28,-0.1680985391139984
6,conv3.1.0,29,0.04604038596153259
6,conv3.1.0,30,0.41778814792633057
6,conv3.1.0,31,0.1499294489622116
6,conv3.1.0,32,0.5584138631820679
6,conv3.1.0,33,0.48620837926864624
6,conv3.1.0,34,-0.0899268388748169
6,conv3.1.0,35,0.5316710472106934
6,conv3.1.0,36,-0.21631617844104767
6,conv3.1.0,37,0.2552298605442047
6,conv3.1.0,38,0.23881873488426208
6,conv3.1.0,39,0.5475713610649109
6,conv3.1.0,40,0.09091776609420776
6,conv3.1.0,41,0.1221061497926712
6,conv3.1.0,42,0.6666011214256287
6,conv3.1.0,43,0.7246850728988647
6,conv3.1.0,44,-0.038366109132766724
6,conv3.1.0,45,0.26010990142822266
6,conv3.1.0,46,0.533431887626648
6,conv3.1.0,47,0.3730931282043457
6,conv3.1.0,48,-0.05007743835449219
6,conv3.1.0,49,-0.08497540652751923
6,conv3.1.0,50,0.25440719723701477
6,conv3.1.0,51,-0.38858479261398315
6,conv3.1.0,52,0.26353272795677185
6,conv3.1.0,53,0.5563545823097229
6,conv3.1.0,54,-0.020036712288856506
6,conv3.1.0,55,0.17017360031604767
6,conv3.1.0,56,0.16047701239585876
6,conv3.1.0,57,0.20703676342964172
6,conv3.1.0,58,0.3738557994365692
6,conv3.1.0,59,0.32566651701927185
6,conv3.1.0,60,0.3917883634567261
6,conv3.1.0,61,0.3882172107696533
6,conv3.1.0,62,-0.2535175681114197
6,conv3.1.0,63,0.14841845631599426
7,conv3.2.0,0,0.503963828086853
7,conv3.2.0,1,0.41924113035202026
7,conv3.2.0,2,-0.11789481341838837
7,conv3.2.0,3,0.32845741510391235
7,conv3.2.0,4,0.04481141269207001
7,conv3.2.0,5,-0.13467514514923096
7,conv3.2.0,6,-0.06569913029670715
7,conv3.2.0,7,-0.09648613631725311
7,conv3.2.0,8,0.22607898712158203
7,conv3.2.0,9,0.36008405685424805
7,conv3.2.0,10,0.10298153758049011
7,conv3.2.0,11,0.12819601595401764
7,conv3.2.0,12,-0.4167984426021576
7,conv3.2.0,13,-0.2699419856071472
7,conv3.2.0,14,-0.14974303543567657
7,conv3.2.0,15,0.5411525964736938
7,conv3.2.0,16,0.33294913172721863
7,conv3.2.0,17,-0.32026487588882446
7,conv3.2.0,18,-0.3133584260940552
7,conv3.2.0,19,0.4682503342628479
7,conv3.2.0,20,-0.28946182131767273
7,conv3.2.0,21,1.0216132402420044
7,conv3.2.0,22,-0.53141850233078
7,conv3.2.0,23,0.1522657573223114
7,conv3.2.0,24,-0.1992848962545395
7,conv3.2.0,25,-0.0096701979637146
7,conv3.2.0,26,0.19099807739257812
7,conv3.2.0,27,-0.14631929993629456
7,conv3.2.0,28,0.43331870436668396
7,conv3.2.0,29,-0.09004490077495575
7,conv3.2.0,30,-0.044375985860824585
7,conv3.2.0,31,0.3811154365539551
7,conv3.2.0,32,-0.3267286717891693
7,conv3.2.0,33,0.34789687395095825
7,conv3.2.0,34,0.06749027967453003
7,conv3.2.0,35,-0.738888680934906
7,conv3.2.0,36,0.21067577600479126
7,conv3.2.0,37,-0.1334650218486786
7,conv3.2.0,38,0.44425681233406067
7,conv3.2.0,39,-0.1874176263809204
7,conv3.2.0,40,0.19213151931762695
7,conv3.2.0,41,0.783038318157196
7,conv3.2.0,42,0.20681077241897583
7,conv3.2.0,43,0.6657394170761108
7,conv3.2.0,44,0.4995781481266022
7,conv3.2.0,45,0.11245021224021912
7,conv3.2.0,46,0.15103542804718018
7,conv3.2.0,47,0.47245654463768005
7,conv3.2.0,48,-0.3300996422767639
7,conv3.2.0,49,-0.15773740410804749
7,conv3.2.0,50,0.347861111164093
7,conv3.2.0,51,-0.10296455025672913
7,conv3.2.0,52,0.09346228837966919
7,conv3.2.0,53,-0.5119293928146362
7,conv3.2.0,54,0.09179031848907471
7,conv3.2.0,55,0.11810997128486633
7,conv3.2.0,56,0.26198670268058777
7,conv3.2.0,57,0.34146252274513245
7,conv3.2.0,58,0.2295990288257599
7,conv3.2.0,59,-0.5745761394500732
7,conv3.2.0,60,0.2876759469509125
7,conv3.2.0,61,0.24059391021728516
7,conv3.2.0,62,-0.09448504447937012
7,conv3.2.0,63,0.40454304218292236
8,conv4.0.0,0,-0.021246159449219704
8,conv4.0.0,1,-0.04320434480905533
8,conv4.0.0,2,-0.19318531453609467
8,conv4.0.0,3,-0.06595563143491745
8,conv4.0.0,4,0.41937869787216187
8,conv4.0.0,5,0.5118185877799988
8,conv4.0.0,6,0.09042432904243469
8,conv4.0.0,7,0.04245728254318237
8,conv4.0.0,8,0.10262114554643631
8,conv4.0.0,9,-0.09407622367143631
8,conv4.0.0,10,0.2700549364089966
8,conv4.0.0,11,0.3108327388763428
8,conv4.0.0,12,0.12388541549444199
8,conv4.0.0,13,0.00040224194526672363
8,conv4.0.0,14,0.1217217668890953
8,conv4.0.0,15,-0.03920045495033264
8,conv4.0.0,16,-0.1805175095796585
8,conv4.0.0,17,0.3049767315387726
8,conv4.0.0,18,0.06688468158245087
8,conv4.0.0,19,-0.0460028201341629
8,conv4.0.0,20,0.08465362340211868
8,conv4.0.0,21,0.10481060296297073
8,conv4.0.0,22,-0.13877540826797485
8,conv4.0.0,23,0.7239598631858826
8,conv4.0.0,24,0.11584971100091934
8,conv4.0.0,25,-0.18425151705741882
8,conv4.0.0,26,0.1977015733718872
8,conv4.0.0,27,0.0008392035961151123
8,conv4.0.0,28,0.38864293694496155
8,conv4.0.0,29,-0.2575724124908447
8,conv4.0.0,30,0.14593425393104553
8,conv4.0.0,31,-0.2571246922016144
8,conv4.0.0,32,0.10350023955106735
8,conv4.0.0,33,-0.06651806831359863
8,conv4.0.0,34,-0.16350135207176208
8,conv4.0.0,35,0.051155224442481995
8,conv4.0.0,36,0.01091333944350481
8,conv4.0.0,37,0.02241867035627365
8,conv4.0.0,38,-0.0626877024769783
8,conv4.0.0,39,-0.15009209513664246
8,conv4.0.0,40,0.24158956110477448
8,conv4.0.0,41,0.1231752336025238
8,conv4.0.0,42,0.11361780762672424
8,conv4.0.0,43,0.03848962485790253
8,conv4.0.0,44,-0.09355486929416656
8,conv4.0.0,45,-0.15201152861118317
8,conv4.0.0,46,0.5070034265518188
8,conv4.0.0,47,-0.041200682520866394
8,conv4.0.0,48,-0.30495110154151917
8,conv4.0.0,49,-0.2530784606933594
8,conv4.0.0,50,0.041703127324581146
8,conv4.0.0,51,-0.1480402648448944
8,conv4.0.0,52,0.055157002061605453
8,conv4.0.0,53,-0.014167353510856628
8,conv4.0.0,54,0.13041459023952484
8,conv4.0.0,55,-0.11398175358772278
8,conv4.0.0,56,0.48830488324165344
8,conv4.0.0,57,0.14385300874710083
8,conv4.0.0,58,-0.019918501377105713
8,conv4.0.0,59,0.4314142167568207
8,conv4.0.0,60,0.12861718237400055
8,conv4.0.0,61,-0.008758127689361572
8,conv4.0.0,62,0.08514675498008728
8,conv4.0.0,63,-0.08083029091358185
9,conv4.1.0,0,0.008105985820293427
9,conv4.1.0,1,0.26502934098243713
9,conv4.1.0,2,0.007474049925804138
9,conv4.1.0,3,0.22154730558395386
9,conv4.1.0,4,0.34019002318382263
9,conv4.1.0,5,0.31827324628829956
9,conv4.1.0,6,0.24389584362506866
9,conv4.1.0,7,0.14407718181610107
9,conv4.1.0,8,-0.03804349899291992
9,conv4.1.0,9,0.11806732416152954
9,conv4.1.0,10,0.08668039739131927
9,conv4.1.0,11,-0.04792366921901703
9,conv4.1.0,12,-0.32335364818573
9,conv4.1.0,13,0.16502633690834045
9,conv4.1.0,14,0.27209892868995667
9,conv4.1.0,15,0.3614422082901001
9,conv4.1.0,16,0.029144033789634705
9,conv4.1.0,17,0.623808741569519
9,conv4.1.0,18,0.7565137147903442
9,conv4.1.0,19,0.8065314888954163
9,conv4.1.0,20,0.2396610826253891
9,conv4.1.0,21,0.08900794386863708
9,conv4.1.0,22,-0.021337538957595825
9,conv4.1.0,23,0.5482208728790283
9,conv4.1.0,24,0.04775679111480713
9,conv4.1.0,25,0.3774641752243042
9,conv4.1.0,26,0.04084843397140503
9,conv4.1.0,27,0.1693655252456665
9,conv4.1.0,28,-0.020901888608932495
9,conv4.1.0,29,0.39296239614486694
9,conv4.1.0,30,0.05382665991783142
9,conv4.1.0,31,-0.0011007040739059448
9,conv4.1.0,32,-0.052012354135513306
9,conv4.1.0,33,0.39086559414863586
9,conv4.1.0,34,0.16121619939804077
9,conv4.1.0,35,0.25834497809410095
9,conv4.1.0,36,0.49497586488723755
9,conv4.1.0,37,-0.2511215806007385
9,conv4.1.0,38,0.07286816835403442
9,conv4.1.0,39,0.17498427629470825
9,conv4.1.0,40,-0.38452988862991333
9,conv4.1.0,41,0.28400301933288574
9,conv4.1.0,42,-0.3431137502193451
9,conv4.1.0,43,0.46165093779563904
9,conv4.1.0,44,-0.7749851942062378
9,conv4.1.0,45,0.17784611880779266
9,conv4.1.0,46,0.27615076303482056
9,conv4.1.0,47,-0.0927695631980896
9,conv4.1.0,48,0.2415853887796402
9,conv4.1.0,49,-0.18116457760334015
9,conv4.1.0,50,-0.13851678371429443
9,conv4.1.0,51,0.28348439931869507
9,conv4.1.0,52,0.5255501866340637
9,conv4.1.0,53,0.3362366557121277
9,conv4.1.0,54,0.06414896249771118
9,conv4.1.0,55,0.5623767971992493
9,conv4.1.0,56,0.017543524503707886
9,conv4.1.0,57,0.18475975096225739
9,conv4.1.0,58,0.12159274518489838
9,conv4.1.0,59,-0.012932568788528442
9,conv4.1.0,60,0.14651960134506226
9,conv4.1.0,61,0.16263768076896667
9,conv4.1.0,62,0.14745885133743286
9,conv4.1.0,63,0.5785934925079346
10,conv4.2.0,0,-0.00025297701358795166
10,conv4.2.0,1,-0.34400951862335205
10,conv4.2.0,2,0.41709035634994507
10,conv4.2.0,3,0.19254295527935028
10,conv4.2.0,4,0.4475787580013275
10,conv4.2.0,5,0.3129737377166748
10,conv4.2.0,6,-0.15066275000572205
10,conv4.2.0,7,-1.6142395734786987
10,conv4.2.0,8,0.2664318084716797
10,conv4.2.0,9,-0.5938665866851807
10,conv4.2.0,10,0.11094823479652405
10,conv4.2.0,11,-0.5323877334594727
10,conv4.2.0,12,-0.7382094264030457
10,conv4.2.0,13,0.3640963137149811
10,conv4.2.0,14,0.4525766968727112
10,conv4.2.0,15,0.1572044938802719
10,conv4.2.0,16,-0.5002473592758179
10,conv4.2.0,17,0.12132345885038376
10,conv4.2.0,18,0.16100361943244934
10,conv4.2.0,19,0.9257823824882507
10,conv4.2.0,20,0.36326777935028076
10,conv4.2.0,21,0.30658259987831116
10,conv4.2.0,22,0.23009631037712097
10,conv4.2.0,23,0.3280739188194275
10,conv4.2.0,24,0.5687357187271118
10,conv4.2.0,25,-0.8402706384658813
10,conv4.2.0,26,-0.1398954689502716
10,conv4.2.0,27,-0.9329876899719238
10,conv4.2.0,28,0.4261668026447296
10,conv4.2.0,29,-1.041100025177002
10,conv4.2.0,30,-0.13275887072086334
10,conv4.2.0,31,-0.27018266916275024
10,conv4.2.0,32,0.4813869595527649
10,conv4.2.0,33,0.19204479455947876
10,conv4.2.0,34,0.07540926337242126
10,conv4.2.0,35,-0.04610542207956314
10,conv4.2.0,36,0.4365712106227875
10,conv4.2.0,37,0.3938824236392975
10,conv4.2.0,38,0.2643399238586426
10,conv4.2.0,39,0.7743133306503296
10,conv4.2.0,40,-0.05235438793897629
10,conv4.2.0,41,-0.05407094210386276
10,conv4.2.0,42,0.26477116346359253
10,conv4.2.0,43,0.45770031213760376
10,conv4.2.0,44,-0.03498068451881409
10,conv4.2.0,45,-0.08021543174982071
10,conv4.2.0,46,0.4656195640563965
10,conv4.2.0,47,0.1525592803955078
10,conv4.2.0,48,0.855418860912323
10,conv4.2.0,49,-0.20365068316459656
10,conv4.2.0,50,-0.2343001365661621
10,conv4.2.0,51,-0.0294894240796566
10,conv4.2.0,52,0.19766220450401306
10,conv4.2.0,53,-0.08740431070327759
10,conv4.2.0,54,0.17364951968193054
10,conv4.2.0,55,0.5962375998497009
10,conv4.2.0,56,-0.8550546765327454
10,conv4.2.0,57,-0.08968578279018402
10,conv4.2.0,58,-0.3216666579246521
10,conv4.2.0,59,0.1821068525314331
10,conv4.2.0,60,-0.051441729068756104
10,conv4.2.0,61,0.5035673975944519
10,conv4.2.0,62,-0.02733217179775238
10,conv4.2.0,63,0.5416947603225708
11,conv_out.0,0,-0.09431970119476318
11,conv_out.0,1,-0.5838761925697327
11,conv_out.0,2,0.06834973394870758
11,conv_out.0,3,-0.5249404907226562
11,conv_out.0,4,-0.46013838052749634
11,conv_out.0,5,-0.42965495586395264
11,conv_out.0,6,-0.18823584914207458
11,conv_out.0,7,-0.10510988533496857
11,conv_out.0,8,-0.20623405277729034
11,conv_out.0,9,-1.0757317543029785
11,conv_out.0,10,0.003641188144683838
11,conv_out.0,11,-0.24764801561832428
11,conv_out.0,12,0.002855062484741211
11,conv_out.0,13,-0.23447051644325256
11,conv_out.0,14,-0.2106783092021942
11,conv_out.0,15,-0.48636993765830994
11,conv_out.0,16,-0.027617573738098145
11,conv_out.0,17,-0.7170047760009766
11,conv_out.0,18,-0.039871037006378174
11,conv_out.0,19,-0.41225704550743103
11,conv_out.0,20,-0.2869049608707428
11,conv_out.0,21,-0.12231265008449554
11,conv_out.0,22,-0.25587528944015503
11,conv_out.0,23,-0.7290748357772827
11,conv_out.0,24,0.23233182728290558
11,conv_out.0,25,-0.21636445820331573
11,conv_out.0,26,0.027715355157852173
11,conv_out.0,27,-0.8229536414146423
11,conv_out.0,28,-0.6067733764648438
11,conv_out.0,29,-0.2989479899406433
11,conv_out.0,30,-0.07837989926338196
11,conv_out.0,31,-0.6736416816711426
11,conv_out.0,32,-0.2571917176246643
11,conv_out.0,33,-0.5349028706550598
11,conv_out.0,34,-0.5391733050346375
11,conv_out.0,35,0.037177324295043945
11,conv_out.0,36,0.007676303386688232
11,conv_out.0,37,-0.2768849730491638
11,conv_out.0,38,-0.2688513398170471
11,conv_out.0,39,-0.3469768762588501
11,conv_out.0,40,-0.2567819058895111
11,conv_out.0,41,-0.5834285020828247
11,conv_out.0,42,-0.2327556610107422
11,conv_out.0,43,-0.41121965646743774
11,conv_out.0,44,-0.24390210211277008
11,conv_out.0,45,-0.14612653851509094
11,conv_out.0,46,-0.4152149260044098
11,conv_out.0,47,-0.2853618264198303
11,conv_out.0,48,-0.3076256513595581
11,conv_out.0,49,-0.4810340106487274
11,conv_out.0,50,-0.4945366680622101
11,conv_out.0,51,-0.3435859680175781
11,conv_out.0,52,-0.32271528244018555
11,conv_out.0,53,-0.30137908458709717
11,conv_out.0,54,-0.2551817297935486
11,conv_out.0,55,-0.14099831879138947
11,conv_out.0,56,-0.17040228843688965
11,conv_out.0,57,-0.24192841351032257
11,conv_out.0,58,-0.7427417039871216
11,conv_out.0,59,-0.5890524387359619
11,conv_out.0,60,-0.7702394127845764
11,conv_out.0,61,-0.4465824067592621
11,conv_out.0,62,-0.48332351446151733
11,conv_out.0,63,-0.25151336193084717
11,conv_out.0,64,-0.20169581472873688
11,conv_out.0,65,-0.245928555727005
11,conv_out.0,66,-0.14718803763389587
11,conv_out.0,67,-0.04851803183555603
11,conv_out.0,68,-0.25236421823501587
11,conv_out.0,69,-0.2536703944206238
11,conv_out.0,70,-0.14738178253173828
11,conv_out.0,71,-0.39346566796302795
11,conv_out.0,72,-0.04708477854728699
11,conv_out.0,73,-0.21155215799808502
11,conv_out.0,74,-0.08152243494987488
11,conv_out.0,75,-0.3927144408226013
11,conv_out.0,76,-0.2420983612537384
11,conv_out.0,77,-0.19703997671604156
11,conv_out.0,78,-0.3952464163303375
11,conv_out.0,79,-0.5526007413864136
11,conv_out.0,80,-0.6404821276664734
11,conv_out.0,81,0.08142906427383423
11,conv_out.0,82,-0.13838455080986023
11,conv_out.0,83,-0.4312182068824768
11,conv_out.0,84,-0.33454614877700806
11,conv_out.0,85,-0.5375758409500122
11,conv_out.0,86,-0.2795696258544922
11,conv_out.0,87,0.16145586967468262
11,conv_out.0,88,-0.3735797107219696
11,conv_out.0,89,-0.2990747392177582
11,conv_out.0,90,-0.4876907765865326
11,conv_out.0,91,-0.399722695350647
11,conv_out.0,92,-0.449478417634964
11,conv_out.0,93,0.08369715511798859
11,conv_out.0,94,-0.38667964935302734
11,conv_out.0,95,-0.08741354942321777
11,conv_out.0,96,-0.24358278512954712
11,conv_out.0,97,-0.6245546340942383
11,conv_out.0,98,-0.4505959451198578
11,conv_out.0,99,-0.6725786924362183
11,conv_out.0,100,-0.732209324836731
11,conv_out.0,101,-0.2974400520324707
11,conv_out.0,102,-0.7713801264762878
11,conv_out.0,103,-0.2132682502269745
11,conv_out.0,104,-0.48641547560691833
11,conv_out.0,105,0.2572181224822998
11,conv_out.0,106,-0.2498074620962143
11,conv_out.0,107,-0.21754728257656097
11,conv_out.0,108,-0.5359651446342468
11,conv_out.0,109,-0.11703401803970337
11,conv_out.0,110,-0.36238640546798706
11,conv_out.0,111,-0.08520767092704773
11,conv_out.0,112,-0.40379300713539124
11,conv_out.0,113,-0.4401329755783081
11,conv_out.0,114,-0.722044050693512
11,conv_out.0,115,-0.47585776448249817
11,conv_out.0,116,-0.3563908338546753
11,conv_out.0,117,-0.4962494969367981
11,conv_out.0,118,-0.30199962854385376
11,conv_out.0,119,-0.7391400933265686
11,conv_out.0,120,-0.6947275400161743
11,conv_out.0,121,-0.3013642132282257
11,conv_out.0,122,-0.09074264764785767
11,conv_out.0,123,-0.08385398983955383
11,conv_out.0,124,-0.36921387910842896
11,conv_out.0,125,0.0027289986610412598
11,conv_out.0,126,-0.610615611076355
11,conv_out.0,127,-0.3041534423828125
