layer_id,module_name,channel,scale,zero_point,qmin,qmax
2,conv2.0.0,29,0.006337207276374102,0,-127,127
2,conv2.0.0,30,0.005319230258464813,0,-127,127
2,conv2.0.0,31,0.0076611763797700405,0,-127,127
3,conv2.1.0,0,0.007318865042179823,0,-127,127
3,conv2.1.0,1,0.009135166183114052,0,-127,127
3,conv2.1.0,2,0.009199812076985836,0,-127,127
3,conv2.1.0,3,0.0066822064109146595,0,-127,127
3,conv2.1.0,4,0.008088556118309498,0,-127,127
3,conv2.1.0,5,0.008418139070272446,0,-127,127
3,conv2.1.0,6,0.008766830898821354,0,-127,127
3,conv2.1.0,7,0.005557266063988209,0,-127,127
3,conv2.1.0,8,0.009477526880800724,0,-127,127
3,conv2.1.0,9,0.013432864099740982,0,-127,127
3,conv2.1.0,10,0.012698153965175152,0,-127,127
3,conv2.1.0,11,0.00658259866759181,0,-127,127
3,conv2.1.0,12,0.007142957299947739,0,-127,127
3,conv2.1.0,13,0.008085089735686779,0,-127,127
3,conv2.1.0,14,0.007375247776508331,0,-127,127
3,conv2.1.0,15,0.00703429663553834,0,-127,127
3,conv2.1.0,16,0.00903996080160141,0,-127,127
3,conv2.1.0,17,0.010337037965655327,0,-127,127
3,conv2.1.0,18,0.006488684564828873,0,-127,127
3,conv2.1.0,19,0.007231004536151886,0,-127,127
3,conv2.1.0,20,0.0074825105257332325,0,-127,127
3,conv2.1.0,21,0.007250150199979544,0,-127,127
3,conv2.1.0,22,0.010826815851032734,0,-127,127
3,conv2.1.0,23,0.009391477331519127,0,-127,127
3,conv2.1.0,24,0.007466364651918411,0,-127,127
3,conv2.1.0,25,0.014840254560112953,0,-127,127
3,conv2.1.0,26,0.010546010918915272,0,-127,127
3,conv2.1.0,27,0.0084996921941638,0,-127,127
3,conv2.1.0,28,0.009175333194434643,0,-127,127
3,conv2.1.0,29,0.006638660561293364,0,-127,127
3,conv2.1.0,30,0.007891763001680374,0,-127,127
3,conv2.1.0,31,0.006315912120044231,0,-127,127
4,conv2.2.0,0,0.006101126782596111,0,-127,127
4,conv2.2.0,1,0.007019059732556343,0,-127,127
4,conv2.2.0,2,0.005184628069400787,0,-127,127
4,conv2.2.0,3,0.006870515178889036,0,-127,127
4,conv2.2.0,4,0.00908203050494194,0,-127,127
4,conv2.2.0,5,0.0061760093085467815,0,-127,127
4,conv2.2.0,6,0.008291766047477722,0,-127,127
4,conv2.2.0,7,0.007801242638379335,0,-127,127
4,conv2.2.0,8,0.005037620197981596,0,-127,127
4,conv2.2.0,9,0.006609920412302017,0,-127,127
4,conv2.2.0,10,0.006276973523199558,0,-127,127
4,conv2.2.0,11,0.006197809241712093,0,-127,127
4,conv2.2.0,12,0.0069391727447509766,0,-127,127
4,conv2.2.0,13,0.007288545835763216,0,-127,127
4,conv2.2.0,14,0.007258825935423374,0,-127,127
4,conv2.2.0,15,0.005893023684620857,0,-127,127
4,conv2.2.0,16,0.007582588586956263,0,-127,127
4,conv2.2.0,17,0.006841809954494238,0,-127,127
4,conv2.2.0,18,0.010139357298612595,0,-127,127
4,conv2.2.0,19,0.0052587189711630344,0,-127,127
4,conv2.2.0,20,0.007216840982437134,0,-127,127
4,conv2.2.0,21,0.00847445148974657,0,-127,127
4,conv2.2.0,22,0.007087354548275471,0,-127,127
4,conv2.2.0,23,0.00612822687253356,0,-127,127
4,conv2.2.0,24,0.005190662108361721,0,-127,127
4,conv2.2.0,25,0.010705363936722279,0,-127,127
4,conv2.2.0,26,0.00653346860781312,0,-127,127
4,conv2.2.0,27,0.005401965230703354,0,-127,127
4,conv2.2.0,28,0.009665688499808311,0,-127,127
4,conv2.2.0,29,0.008680575527250767,0,-127,127
4,conv2.2.0,30,0.008027962408959866,0,-127,127
4,conv2.2.0,31,0.0076690190471708775,0,-127,127
5,conv3.0.0,0,0.00878940150141716,0,-127,127
5,conv3.0.0,1,0.006263719405978918,0,-127,127
5,conv3.0.0,2,0.006557517219334841,0,-127,127
5,conv3.0.0,3,0.00592158455401659,0,-127,127
5,conv3.0.0,4,0.006389974616467953,0,-127,127
5,conv3.0.0,5,0.00664439657703042,0,-127,127
5,conv3.0.0,6,0.005940678529441357,0,-127,127
5,conv3.0.0,7,0.006110175978392363,0,-127,127
5,conv3.0.0,8,0.005510232411324978,0,-127,127
5,conv3.0.0,9,0.005636018235236406,0,-127,127
5,conv3.0.0,10,0.005485964473336935,0,-127,127
5,conv3.0.0,11,0.005847688298672438,0,-127,127
5,conv3.0.0,12,0.006138832774013281,0,-127,127
5,conv3.0.0,13,0.005837802309542894,0,-127,127
5,conv3.0.0,14,0.00542245339602232,0,-127,127
5,conv3.0.0,15,0.00609324686229229,0,-127,127
5,conv3.0.0,16,0.005651155021041632,0,-127,127
5,conv3.0.0,17,0.005392684601247311,0,-127,127
5,conv3.0.0,18,0.005407882854342461,0,-127,127
5,conv3.0.0,19,0.006802097894251347,0,-127,127
5,conv3.0.0,20,0.006481763906776905,0,-127,127
5,conv3.0.0,21,0.0061538503505289555,0,-127,127
5,conv3.0.0,22,0.005908224731683731,0,-127,127
5,conv3.0.0,23,0.006354048382490873,0,-127,127
5,conv3.0.0,24,0.005969874560832977,0,-127,127
5,conv3.0.0,25,0.006209044251590967,0,-127,127
5,conv3.0.0,26,0.0055685765109956264,0,-127,127
5,conv3.0.0,27,0.007873283699154854,0,-127,127
5,conv3.0.0,28,0.007479058112949133,0,-127,127
5,conv3.0.0,29,0.0055623906664550304,0,-127,127
5,conv3.0.0,30,0.005791572388261557,0,-127,127
5,conv3.0.0,31,0.006703510414808989,0,-127,127
5,conv3.0.0,32,0.0068261390551924706,0,-127,127
5,conv3.0.0,33,0.006616407539695501,0,-127,127
5,conv3.0.0,34,0.007524142041802406,0,-127,127
5,conv3.0.0,35,0.006028558127582073,0,-127,127
5,conv3.0.0,36,0.006078073754906654,0,-127,127
5,conv3.0.0,37,0.005157865583896637,0,-127,127
5,conv3.0.0,38,0.00647901464253664,0,-127,127
5,conv3.0.0,39,0.005252385511994362,0,-127,127
5,conv3.0.0,40,0.005688761360943317,0,-127,127
5,conv3.0.0,41,0.0076561118476092815,0,-127,127
5,conv3.0.0,42,0.00786026194691658,0,-127,127
5,conv3.0.0,43,0.005740259774029255,0,-127,127
5,conv3.0.0,44,0.006332091987133026,0,-127,127
5,conv3.0.0,45,0.006734147667884827,0,-127,127
5,conv3.0.0,46,0.006368257571011782,0,-127,127
5,conv3.0.0,47,0.005521486513316631,0,-127,127
5,conv3.0.0,48,0.005657062400132418,0,-127,127
5,conv3.0.0,49,0.0055443234741687775,0,-127,127
5,conv3.0.0,50,0.006082759238779545,0,-127,127
5,conv3.0.0,51,0.006446252577006817,0,-127,127
5,conv3.0.0,52,0.006282298360019922,0,-127,127
5,conv3.0.0,53,0.0048014335334300995,0,-127,127
5,conv3.0.0,54,0.006413985975086689,0,-127,127
5,conv3.0.0,55,0.008273923769593239,0,-127,127
5,conv3.0.0,56,0.005462147295475006,0,-127,127
5,conv3.0.0,57,0.0056073772720992565,0,-127,127
5,conv3.0.0,58,0.005634556524455547,0,-127,127
5,conv3.0.0,59,0.005914518143981695,0,-127,127
5,conv3.0.0,60,0.005307913292199373,0,-127,127
5,conv3.0.0,61,0.005779523868113756,0,-127,127
5,conv3.0.0,62,0.004669833462685347,0,-127,127
5,conv3.0.0,63,0.006296743173152208,0,-127,127
6,conv3.1.0,0,0.007012912537902594,0,-127,127
6,conv3.1.0,1,0.007754579186439514,0,-127,127
6,conv3.1.0,2,0.007694562431424856,0,-127,127
6,conv3.1.0,3,0.00690268212929368,0,-127,127
6,conv3.1.0,4,0.00678775692358613,0,-127,127
6,conv3.1.0,5,0.007651922758668661,0,-127,127
6,conv3.1.0,6,0.01351845357567072,0,-127,127
6,conv3.1.0,7,0.005746726877987385,0,-127,127
6,conv3.1.0,8,0.006223383825272322,0,-127,127
6,conv3.1.0,9,0.007869920693337917,0,-127,127
6,conv3.1.0,10,0.00759818684309721,0,-127,127
6,conv3.1.0,11,0.008480509743094444,0,-127,127
6,conv3.1.0,12,0.0063761449418962,0,-127,127
6,conv3.1.0,13,0.007479114457964897,0,-127,127
6,conv3.1.0,14,0.006922968663275242,0,-127,127
6,conv3.1.0,15,0.006089529022574425,0,-127,127
6,conv3.1.0,16,0.008202340453863144,0,-127,127
6,conv3.1.0,17,0.007885542698204517,0,-127,127
6,conv3.1.0,18,0.00812161061912775,0,-127,127
6,conv3.1.0,19,0.007040833123028278,0,-127,127
6,conv3.1.0,20,0.0067573972046375275,0,-127,127
6,conv3.1.0,21,0.006862157490104437,0,-127,127
6,conv3.1.0,22,0.005681338254362345,0,-127,127
6,conv3.1.0,23,0.006798057816922665,0,-127,127
6,conv3.1.0,24,0.012351144105196,0,-127,127
6,conv3.1.0,25,0.006463463418185711,0,-127,127
6,conv3.1.0,26,0.006242331583052874,0,-127,127
6,conv3.1.0,27,0.00828212033957243,0,-127,127
6,conv3.1.0,28,0.007108702324330807,0,-127,127
6,conv3.1.0,29,0.008160670287907124,0,-127,127
6,conv3.1.0,30,0.009998473338782787,0,-127,127
6,conv3.1.0,31,0.006220691371709108,0,-127,127
6,conv3.1.0,32,0.007039633579552174,0,-127,127
6,conv3.1.0,33,0.008083774708211422,0,-127,127
6,conv3.1.0,34,0.008967646397650242,0,-127,127
6,conv3.1.0,35,0.006334581878036261,0,-127,127
6,conv3.1.0,36,0.006992005277425051,0,-127,127
6,conv3.1.0,37,0.01040156465023756,0,-127,127
6,conv3.1.0,38,0.009066143073141575,0,-127,127
6,conv3.1.0,39,0.010537983849644661,0,-127,127
6,conv3.1.0,40,0.007087822072207928,0,-127,127
6,conv3.1.0,41,0.010216757655143738,0,-127,127
6,conv3.1.0,42,0.00876893475651741,0,-127,127
6,conv3.1.0,43,0.00785792712122202,0,-127,127
6,conv3.1.0,44,0.005993412341922522,0,-127,127
6,conv3.1.0,45,0.006446985062211752,0,-127,127
6,conv3.1.0,46,0.006193547509610653,0,-127,127
6,conv3.1.0,47,0.011623524129390717,0,-127,127
6,conv3.1.0,48,0.007737410254776478,0,-127,127
6,conv3.1.0,49,0.006790168583393097,0,-127,127
6,conv3.1.0,50,0.006036571692675352,0,-127,127
6,conv3.1.0,51,0.006047659087926149,0,-127,127
6,conv3.1.0,52,0.00630840053781867,0,-127,127
6,conv3.1.0,53,0.006107334978878498,0,-127,127
6,conv3.1.0,54,0.006597007159143686,0,-127,127
6,conv3.1.0,55,0.006533977575600147,0,-127,127
6,conv3.1.0,56,0.005932551808655262,0,-127,127
6,conv3.1.0,57,0.008243205957114697,0,-127,127
6,conv3.1.0,58,0.007322857156395912,0,-127,127
6,conv3.1.0,59,0.006698095239698887,0,-127,127
6,conv3.1.0,60,0.007115814834833145,0,-127,127
6,conv3.1.0,61,0.007238376885652542,0,-127,127
6,conv3.1.0,62,0.007636763155460358,0,-127,127
6,conv3.1.0,63,0.005696261767297983,0,-127,127
7,conv3.2.0,0,0.0065450482070446014,0,-127,127
7,conv3.2.0,1,0.00631333515048027,0,-127,127
7,conv3.2.0,2,0.007427184842526913,0,-127,127
7,conv3.2.0,3,0.007380770053714514,0,-127,127
7,conv3.2.0,4,0.006006716750562191,0,-127,127
7,conv3.2.0,5,0.006824222393333912,0,-127,127
7,conv3.2.0,6,0.008203214034438133,0,-127,127
7,conv3.2.0,7,0.006799185182899237,0,-127,127
7,conv3.2.0,8,0.00620140228420496,0,-127,127
7,conv3.2.0,9,0.007811910938471556,0,-127,127
7,conv3.2.0,10,0.007455292623490095,0,-127,127
7,conv3.2.0,11,0.006012801546603441,0,-127,127
7,conv3.2.0,12,0.006647928152233362,0,-127,127
7,conv3.2.0,13,0.0073758019134402275,0,-127,127
7,conv3.2.0,14,0.006804300472140312,0,-127,127
7,conv3.2.0,15,0.006535037886351347,0,-127,127
7,conv3.2.0,16,0.005650324281305075,0,-127,127
7,conv3.2.0,17,0.005689442157745361,0,-127,127
7,conv3.2.0,18,0.0062901414930820465,0,-127,127
7,conv3.2.0,19,0.007072856649756432,0,-127,127
7,conv3.2.0,20,0.006424977909773588,0,-127,127
7,conv3.2.0,21,0.008994625881314278,0,-127,127
7,conv3.2.0,22,0.005669367499649525,0,-127,127
7,conv3.2.0,23,0.007173673715442419,0,-127,127
7,conv3.2.0,24,0.005947856232523918,0,-127,127
7,conv3.2.0,25,0.006113105453550816,0,-127,127
7,conv3.2.0,26,0.007375335320830345,0,-127,127
7,conv3.2.0,27,0.007135284133255482,0,-127,127
7,conv3.2.0,28,0.00810986664146185,0,-127,127
7,conv3.2.0,29,0.005950788967311382,0,-127,127
7,conv3.2.0,30,0.008731911890208721,0,-127,127
7,conv3.2.0,31,0.006777963601052761,0,-127,127
7,conv3.2.0,32,0.007182976230978966,0,-127,127
7,conv3.2.0,33,0.006288598291575909,0,-127,127
7,conv3.2.0,34,0.005942817311733961,0,-127,127
7,conv3.2.0,35,0.007059759926050901,0,-127,127
7,conv3.2.0,36,0.0059433067217469215,0,-127,127
7,conv3.2.0,37,0.006517009809613228,0,-127,127
7,conv3.2.0,38,0.009445820935070515,0,-127,127
7,conv3.2.0,39,0.0067274309694767,0,-127,127
7,conv3.2.0,40,0.00669220183044672,0,-127,127
7,conv3.2.0,41,0.007885582745075226,0,-127,127
7,conv3.2.0,42,0.005789256189018488,0,-127,127
7,conv3.2.0,43,0.0058412374928593636,0,-127,127
7,conv3.2.0,44,0.007288981694728136,0,-127,127
7,conv3.2.0,45,0.007174050435423851,0,-127,127
7,conv3.2.0,46,0.005757753271609545,0,-127,127
7,conv3.2.0,47,0.007913905195891857,0,-127,127
7,conv3.2.0,48,0.006118110381066799,0,-127,127
7,conv3.2.0,49,0.006438425742089748,0,-127,127
7,conv3.2.0,50,0.0055958922021090984,0,-127,127
7,conv3.2.0,51,0.00710966344922781,0,-127,127
7,conv3.2.0,52,0.008372843265533447,0,-127,127
7,conv3.2.0,53,0.006263969000428915,0,-127,127
7,conv3.2.0,54,0.008239592425525188,0,-127,127
7,conv3.2.0,55,0.007073397748172283,0,-127,127
7,conv3.2.0,56,0.006118287798017263,0,-127,127
7,conv3.2.0,57,0.007494179531931877,0,-127,127
7,conv3.2.0,58,0.007356688380241394,0,-127,127
7,conv3.2.0,59,0.005746065638959408,0,-127,127
7,conv3.2.0,60,0.0063361236825585365,0,-127,127
7,conv3.2.0,61,0.007840879261493683,0,-127,127
7,conv3.2.0,62,0.006073604337871075,0,-127,127
7,conv3.2.0,63,0.005714626517146826,0,-127,127
8,conv4.0.0,0,0.008236272260546684,0,-127,127
8,conv4.0.0,1,0.007021912839263678,0,-127,127
8,conv4.0.0,2,0.006451673340052366,0,-127,127
8,conv4.0.0,3,0.007585291750729084,0,-127,127
8,conv4.0.0,4,0.005284294486045837,0,-127,127
8,conv4.0.0,5,0.006698203273117542,0,-127,127
8,conv4.0.0,6,0.005941385868936777,0,-127,127
8,conv4.0.0,7,0.007049840409308672,0,-127,127
8,conv4.0.0,8,0.006134405732154846,0,-127,127
8,conv4.0.0,9,0.006793393287807703,0,-127,127
8,conv4.0.0,10,0.007993228733539581,0,-127,127
8,conv4.0.0,11,0.006001110654324293,0,-127,127
8,conv4.0.0,12,0.005342686083167791,0,-127,127
8,conv4.0.0,13,0.006199321243911982,0,-127,127
8,conv4.0.0,14,0.006058319006115198,0,-127,127
8,conv4.0.0,15,0.006361609790474176,0,-127,127
8,conv4.0.0,16,0.007040932308882475,0,-127,127
8,conv4.0.0,17,0.006895829923450947,0,-127,127
8,conv4.0.0,18,0.006378472782671452,0,-127,127
8,conv4.0.0,19,0.007668760605156422,0,-127,127
8,conv4.0.0,20,0.005761824082583189,0,-127,127
8,conv4.0.0,21,0.006888840813189745,0,-127,127
8,conv4.0.0,22,0.008337657898664474,0,-127,127
8,conv4.0.0,23,0.00569721357896924,0,-127,127
8,conv4.0.0,24,0.006936447229236364,0,-127,127
8,conv4.0.0,25,0.006741891149431467,0,-127,127
8,conv4.0.0,26,0.005640118382871151,0,-127,127
8,conv4.0.0,27,0.006156512536108494,0,-127,127
8,conv4.0.0,28,0.00664073321968317,0,-127,127
8,conv4.0.0,29,0.006321093998849392,0,-127,127
8,conv4.0.0,30,0.005790758412331343,0,-127,127
8,conv4.0.0,31,0.007313841488212347,0,-127,127
8,conv4.0.0,32,0.007312837988138199,0,-127,127
8,conv4.0.0,33,0.006692221388220787,0,-127,127
8,conv4.0.0,34,0.006430154200643301,0,-127,127
8,conv4.0.0,35,0.006242829840630293,0,-127,127
8,conv4.0.0,36,0.007459606509655714,0,-127,127
8,conv4.0.0,37,0.005920769181102514,0,-127,127
8,conv4.0.0,38,0.008455769158899784,0,-127,127
8,conv4.0.0,39,0.00701820058748126,0,-127,127
8,conv4.0.0,40,0.005734838079661131,0,-127,127
8,conv4.0.0,41,0.0065064458176493645,0,-127,127
8,conv4.0.0,42,0.007903873920440674,0,-127,127
8,conv4.0.0,43,0.005849214270710945,0,-127,127
8,conv4.0.0,44,0.005744419526308775,0,-127,127
8,conv4.0.0,45,0.006450021173804998,0,-127,127
8,conv4.0.0,46,0.007077442482113838,0,-127,127
8,conv4.0.0,47,0.006483396049588919,0,-127,127
8,conv4.0.0,48,0.005252275615930557,0,-127,127
8,conv4.0.0,49,0.00581745570525527,0,-127,127
8,conv4.0.0,50,0.006066733971238136,0,-127,127
8,conv4.0.0,51,0.00616520456969738,0,-127,127
8,conv4.0.0,52,0.006523198913782835,0,-127,127
8,conv4.0.0,53,0.007446605246514082,0,-127,127
8,conv4.0.0,54,0.006046352908015251,0,-127,127
8,conv4.0.0,55,0.007462905254215002,0,-127,127
8,conv4.0.0,56,0.00549977645277977,0,-127,127
8,conv4.0.0,57,0.005719104316085577,0,-127,127
8,conv4.0.0,58,0.0064667100086808205,0,-127,127
8,conv4.0.0,59,0.006800665520131588,0,-127,127
8,conv4.0.0,60,0.006696741562336683,0,-127,127
8,conv4.0.0,61,0.008309682831168175,0,-127,127
8,conv4.0.0,62,0.006831299513578415,0,-127,127
8,conv4.0.0,63,0.006858389358967543,0,-127,127
9,conv4.1.0,0,0.008016599342226982,0,-127,127
9,conv4.1.0,1,0.005944543518126011,0,-127,127
9,conv4.1.0,2,0.005739451851695776,0,-127,127
9,conv4.1.0,3,0.005388788878917694,0,-127,127
9,conv4.1.0,4,0.007973263040184975,0,-127,127
9,conv4.1.0,5,0.006525691598653793,0,-127,127
9,conv4.1.0,6,0.005967036820948124,0,-127,127
9,conv4.1.0,7,0.007491167634725571,0,-127,127
9,conv4.1.0,8,0.008068026043474674,0,-127,127
9,conv4.1.0,9,0.006955482065677643,0,-127,127
9,conv4.1.0,10,0.007101042661815882,0,-127,127
9,conv4.1.0,11,0.005922397132962942,0,-127,127
9,conv4.1.0,12,0.006763307843357325,0,-127,127
9,conv4.1.0,13,0.007981480099260807,0,-127,127
9,conv4.1.0,14,0.007023965939879417,0,-127,127
9,conv4.1.0,15,0.007751779165118933,0,-127,127
9,conv4.1.0,16,0.005811977665871382,0,-127,127
9,conv4.1.0,17,0.0077851624228060246,0,-127,127
9,conv4.1.0,18,0.008658119477331638,0,-127,127
9,conv4.1.0,19,0.009834316559135914,0,-127,127
9,conv4.1.0,20,0.00567033002153039,0,-127,127
9,conv4.1.0,21,0.007834709249436855,0,-127,127
9,conv4.1.0,22,0.009966328740119934,0,-127,127
9,conv4.1.0,23,0.006837125401943922,0,-127,127
9,conv4.1.0,24,0.0064794388599693775,0,-127,127
9,conv4.1.0,25,0.008659529499709606,0,-127,127
9,conv4.1.0,26,0.005850155837833881,0,-127,127
9,conv4.1.0,27,0.006478336174041033,0,-127,127
9,conv4.1.0,28,0.006652387790381908,0,-127,127
9,conv4.1.0,29,0.007140143308788538,0,-127,127
9,conv4.1.0,30,0.006529590114951134,0,-127,127
9,conv4.1.0,31,0.01228393241763115,0,-127,127
9,conv4.1.0,32,0.006939516868442297,0,-127,127
9,conv4.1.0,33,0.005774002056568861,0,-127,127
9,conv4.1.0,34,0.006711914204061031,0,-127,127
9,conv4.1.0,35,0.007119635120034218,0,-127,127
9,conv4.1.0,36,0.0066948868334293365,0,-127,127
9,conv4.1.0,37,0.005942394025623798,0,-127,127
9,conv4.1.0,38,0.007986144162714481,0,-127,127
9,conv4.1.0,39,0.005893251392990351,0,-127,127
9,conv4.1.0,40,0.0072731878608465195,0,-127,127
9,conv4.1.0,41,0.005443424917757511,0,-127,127
9,conv4.1.0,42,0.0058420985005795956,0,-127,127
9,conv4.1.0,43,0.006653616204857826,0,-127,127
9,conv4.1.0,44,0.01062105968594551,0,-127,127
9,conv4.1.0,45,0.006832230370491743,0,-127,127
9,conv4.1.0,46,0.0063209207728505135,0,-127,127
9,conv4.1.0,47,0.008223007433116436,0,-127,127
9,conv4.1.0,48,0.005987164564430714,0,-127,127
9,conv4.1.0,49,0.005795287434011698,0,-127,127
9,conv4.1.0,50,0.006939179264008999,0,-127,127
9,conv4.1.0,51,0.006597112864255905,0,-127,127
9,conv4.1.0,52,0.00783208291977644,0,-127,127
9,conv4.1.0,53,0.006092652212828398,0,-127,127
9,conv4.1.0,54,0.006930159404873848,0,-127,127
9,conv4.1.0,55,0.006584206596016884,0,-127,127
9,conv4.1.0,56,0.006207967642694712,0,-127,127
9,conv4.1.0,57,0.006902109365910292,0,-127,127
9,conv4.1.0,58,0.007993102073669434,0,-127,127
9,conv4.1.0,59,0.006508601363748312,0,-127,127
9,conv4.1.0,60,0.005753207951784134,0,-127,127
9,conv4.1.0,61,0.006355214864015579,0,-127,127
9,conv4.1.0,62,0.00603601336479187,0,-127,127
9,conv4.1.0,63,0.009587137028574944,0,-127,127
10,conv4.2.0,0,0.006591246463358402,0,-127,127
10,conv4.2.0,1,0.0061179716140031815,0,-127,127
10,conv4.2.0,2,0.0074143181554973125,0,-127,127
10,conv4.2.0,3,0.007417899556457996,0,-127,127
10,conv4.2.0,4,0.00860713142901659,0,-127,127
10,conv4.2.0,5,0.0059176343493163586,0,-127,127
10,conv4.2.0,6,0.006579836830496788,0,-127,127
10,conv4.2.0,7,0.006871154066175222,0,-127,127
10,conv4.2.0,8,0.005723019130527973,0,-127,127
10,conv4.2.0,9,0.00739762419834733,0,-127,127
10,conv4.2.0,10,0.006987286731600761,0,-127,127
10,conv4.2.0,11,0.00720803951844573,0,-127,127
10,conv4.2.0,12,0.006754525937139988,0,-127,127
10,conv4.2.0,13,0.0061471168883144855,0,-127,127
10,conv4.2.0,14,0.006597033701837063,0,-127,127
10,conv4.2.0,15,0.006010847166180611,0,-127,127
10,conv4.2.0,16,0.006622373592108488,0,-127,127
10,conv4.2.0,17,0.0058946614153683186,0,-127,127
10,conv4.2.0,18,0.00644396198913455,0,-127,127
10,conv4.2.0,19,0.006170980632305145,0,-127,127
10,conv4.2.0,20,0.007576542440801859,0,-127,127
10,conv4.2.0,21,0.007483023218810558,0,-127,127
10,conv4.2.0,22,0.007087865844368935,0,-127,127
10,conv4.2.0,23,0.006186464801430702,0,-127,127
10,conv4.2.0,24,0.005743025336414576,0,-127,127
10,conv4.2.0,25,0.005644420627504587,0,-127,127
10,conv4.2.0,26,0.0052553508430719376,0,-127,127
10,conv4.2.0,27,0.00600290484726429,0,-127,127
10,conv4.2.0,28,0.005377723835408688,0,-127,127
10,conv4.2.0,29,0.006055941805243492,0,-127,127
10,conv4.2.0,30,0.005667421501129866,0,-127,127
10,conv4.2.0,31,0.007172556594014168,0,-127,127
10,conv4.2.0,32,0.005436791107058525,0,-127,127
10,conv4.2.0,33,0.005855255760252476,0,-127,127
10,conv4.2.0,34,0.007645438890904188,0,-127,127
10,conv4.2.0,35,0.006494920700788498,0,-127,127
10,conv4.2.0,36,0.006147695239633322,0,-127,127
10,conv4.2.0,37,0.006252706982195377,0,-127,127
10,conv4.2.0,38,0.006718786433339119,0,-127,127
10,conv4.2.0,39,0.006316768936812878,0,-127,127
10,conv4.2.0,40,0.0061733657494187355,0,-127,127
10,conv4.2.0,41,0.005298838019371033,0,-127,127
10,conv4.2.0,42,0.007646484766155481,0,-127,127
10,conv4.2.0,43,0.007045550737529993,0,-127,127
10,conv4.2.0,44,0.006899136118590832,0,-127,127
10,conv4.2.0,45,0.006209246348589659,0,-127,127
10,conv4.2.0,46,0.007034868001937866,0,-127,127
10,conv4.2.0,47,0.005730829667299986,0,-127,127
10,conv4.2.0,48,0.0061201979406178,0,-127,127
